sign_id,flagged,n_panels,n_queries,rules,crop_path
hollywood/478266806727765_0,False,3,15,"no_stopping,time_limited",crops/hollywood/478266806727765_0.jpg
hollywood/495777928522040_0,False,3,15,"no_stopping,time_limited",crops/hollywood/495777928522040_0.jpg
hollywood/500666760981000_0,False,3,15,"no_parking,no_stopping,time_limited",crops/hollywood/500666760981000_0.jpg
hollywood/541831663800034_0,False,3,15,"no_parking,time_limited",crops/hollywood/541831663800034_0.jpg
hollywood/888723225404950_0,False,3,15,time_limited,crops/hollywood/888723225404950_0.jpg
hollywood/893149998251762_0,False,3,15,"no_parking,no_stopping",crops/hollywood/893149998251762_0.jpg
koreatown/330734295063510_0,False,3,14,"no_parking,no_stopping",crops/koreatown/330734295063510_0.jpg
koreatown/339128054298561_0,False,3,14,"no_parking,no_stopping",crops/koreatown/339128054298561_0.jpg
koreatown/541001873951093_0,False,3,15,"no_stopping,time_limited",crops/koreatown/541001873951093_0.jpg
venice_mar_vista/905807009964287_1,False,3,15,"no_parking,time_limited",crops/venice_mar_vista/905807009964287_1.jpg
downtown/265876368608742_0,False,2,15,"no_parking,time_limited",crops/downtown/265876368608742_0.jpg
downtown/377577240337944_0,False,2,15,"no_parking,time_limited",crops/downtown/377577240337944_0.jpg
downtown/780697822597851_0,False,2,15,"no_stopping,time_limited",crops/downtown/780697822597851_0.jpg
downtown/792661564722142_0,False,2,15,"no_stopping,time_limited",crops/downtown/792661564722142_0.jpg
hollywood/1362694217456683_0,False,2,15,"no_parking,permit_only",crops/hollywood/1362694217456683_0.jpg
hollywood/137619455019286_0,False,2,15,no_parking,crops/hollywood/137619455019286_0.jpg
hollywood/165175038852527_0,False,2,15,no_parking,crops/hollywood/165175038852527_0.jpg
hollywood/1790662574448539_0,False,2,15,no_parking,crops/hollywood/1790662574448539_0.jpg
hollywood/1963681123782352_0,False,2,15,"no_parking,permit_only",crops/hollywood/1963681123782352_0.jpg
hollywood/273483270783844_0,False,2,15,time_limited,crops/hollywood/273483270783844_0.jpg
hollywood/281140246976710_0,False,2,15,"no_parking,time_limited",crops/hollywood/281140246976710_0.jpg
hollywood/2848572432123905_0,False,2,15,"no_parking,time_limited",crops/hollywood/2848572432123905_0.jpg
hollywood/2888196741496726_0,False,2,15,no_parking,crops/hollywood/2888196741496726_0.jpg
hollywood/2966218256997339_0,False,2,15,no_parking,crops/hollywood/2966218256997339_0.jpg
hollywood/343965357440398_0,False,2,15,"no_parking,permit_only",crops/hollywood/343965357440398_0.jpg
hollywood/352931489586422_0,False,2,15,no_parking,crops/hollywood/352931489586422_0.jpg
hollywood/4476219829109637_0,False,2,15,"no_parking,time_limited",crops/hollywood/4476219829109637_0.jpg
hollywood/465388854561342_0,False,2,15,no_stopping,crops/hollywood/465388854561342_0.jpg
hollywood/466798171215772_0,False,2,15,no_parking,crops/hollywood/466798171215772_0.jpg
hollywood/501165640928809_0,False,2,15,"no_parking,permit_only",crops/hollywood/501165640928809_0.jpg
hollywood/501732294183703_0,False,2,15,"no_parking,permit_only",crops/hollywood/501732294183703_0.jpg
hollywood/742098629791366_0,False,2,15,no_parking,crops/hollywood/742098629791366_0.jpg
hollywood/781441539226927_0,False,2,15,no_parking,crops/hollywood/781441539226927_0.jpg
hollywood/876035932959608_0,False,2,15,"no_parking,time_limited",crops/hollywood/876035932959608_0.jpg
koreatown/1012453355956617_0,False,2,15,"no_parking,time_limited",crops/koreatown/1012453355956617_0.jpg
koreatown/1213640135738354_0,False,2,15,"no_parking,time_limited",crops/koreatown/1213640135738354_0.jpg
koreatown/1276263862767967_0,False,2,15,"no_parking,no_stopping",crops/koreatown/1276263862767967_0.jpg
koreatown/1371316149913925_0,False,2,15,no_parking,crops/koreatown/1371316149913925_0.jpg
koreatown/143709684341272_0,False,2,15,"no_parking,time_limited",crops/koreatown/143709684341272_0.jpg
koreatown/177279144270403_0,False,2,15,"no_parking,time_limited",crops/koreatown/177279144270403_0.jpg
koreatown/1858553857655537_0,False,2,15,"no_parking,time_limited",crops/koreatown/1858553857655537_0.jpg
koreatown/204351657952815_0,False,2,15,"no_parking,time_limited",crops/koreatown/204351657952815_0.jpg
koreatown/305547004582759_0,False,2,15,"no_parking,no_stopping",crops/koreatown/305547004582759_0.jpg
koreatown/329498208698975_0,False,2,15,"no_parking,time_limited",crops/koreatown/329498208698975_0.jpg
koreatown/442531518432100_0,False,2,15,no_stopping,crops/koreatown/442531518432100_0.jpg
koreatown/458781795216749_0,False,2,15,"no_parking,no_stopping",crops/koreatown/458781795216749_0.jpg
koreatown/466357707976840_0,False,2,15,no_parking,crops/koreatown/466357707976840_0.jpg
koreatown/479522773166628_0,False,2,15,"no_parking,time_limited",crops/koreatown/479522773166628_0.jpg
koreatown/883879805510315_0,False,2,14,"no_parking,no_stopping",crops/koreatown/883879805510315_0.jpg
koreatown/932070207338645_0,False,2,15,"no_parking,time_limited",crops/koreatown/932070207338645_0.jpg
venice_mar_vista/1043356912861963_0,False,2,15,no_parking,crops/venice_mar_vista/1043356912861963_0.jpg
venice_mar_vista/1168120227038775_0,False,2,15,no_parking,crops/venice_mar_vista/1168120227038775_0.jpg
venice_mar_vista/1620125669696494_0,False,2,15,"no_parking,time_limited",crops/venice_mar_vista/1620125669696494_0.jpg
venice_mar_vista/1627425432140958_0,False,2,15,"no_parking,time_limited",crops/venice_mar_vista/1627425432140958_0.jpg
venice_mar_vista/1958164560989146_0,False,2,15,no_parking,crops/venice_mar_vista/1958164560989146_0.jpg
venice_mar_vista/284027640050237_0,False,2,15,no_parking,crops/venice_mar_vista/284027640050237_0.jpg
venice_mar_vista/306918777686933_0,False,2,15,no_parking,crops/venice_mar_vista/306918777686933_0.jpg
venice_mar_vista/368898851151330_0,False,2,15,no_parking,crops/venice_mar_vista/368898851151330_0.jpg
venice_mar_vista/4041472355909769_0,False,2,15,no_parking,crops/venice_mar_vista/4041472355909769_0.jpg
venice_mar_vista/461273131840888_0,False,2,15,no_parking,crops/venice_mar_vista/461273131840888_0.jpg
venice_mar_vista/467296844339136_0,False,2,15,no_parking,crops/venice_mar_vista/467296844339136_0.jpg
venice_mar_vista/469640430968774_0,False,2,15,no_parking,crops/venice_mar_vista/469640430968774_0.jpg
venice_mar_vista/505127724256622_0,False,2,15,"no_parking,time_limited",crops/venice_mar_vista/505127724256622_0.jpg
venice_mar_vista/512182189977426_0,False,2,15,no_parking,crops/venice_mar_vista/512182189977426_0.jpg
venice_mar_vista/517281619438437_0,False,2,15,no_parking,crops/venice_mar_vista/517281619438437_0.jpg
venice_mar_vista/6195227487169373_0,False,2,15,"no_parking,no_stopping",crops/venice_mar_vista/6195227487169373_0.jpg
venice_mar_vista/804237330502296_0,False,2,15,no_parking,crops/venice_mar_vista/804237330502296_0.jpg
venice_mar_vista/839569949969692_0,False,2,15,no_parking,crops/venice_mar_vista/839569949969692_0.jpg
venice_mar_vista/902815856930467_0,False,2,15,"no_parking,time_limited",crops/venice_mar_vista/902815856930467_0.jpg
downtown/1388052531595340_0,False,1,14,no_stopping,crops/downtown/1388052531595340_0.jpg
downtown/189109209719884_0,False,1,14,no_stopping,crops/downtown/189109209719884_0.jpg
downtown/201678991848836_0,False,1,15,no_parking,crops/downtown/201678991848836_0.jpg
downtown/212013770387636_0,False,1,14,no_stopping,crops/downtown/212013770387636_0.jpg
downtown/2557366461232639_0,False,1,14,no_stopping,crops/downtown/2557366461232639_0.jpg
downtown/308649800911310_0,False,1,15,no_parking,crops/downtown/308649800911310_0.jpg
downtown/318554203008089_0,False,1,14,no_stopping,crops/downtown/318554203008089_0.jpg
downtown/342427060602841_0,False,1,14,no_stopping,crops/downtown/342427060602841_0.jpg
downtown/349853739829743_0,False,1,14,no_stopping,crops/downtown/349853739829743_0.jpg
downtown/3783057328409749_0,False,1,14,no_stopping,crops/downtown/3783057328409749_0.jpg
downtown/383996226089546_1,False,1,15,no_parking,crops/downtown/383996226089546_1.jpg
downtown/470909580632539_0,False,1,14,no_stopping,crops/downtown/470909580632539_0.jpg
downtown/513684219731888_0,False,1,14,no_stopping,crops/downtown/513684219731888_0.jpg
downtown/514704566218466_0,False,1,15,no_stopping,crops/downtown/514704566218466_0.jpg
downtown/526297575407325_0,False,1,15,time_limited,crops/downtown/526297575407325_0.jpg
downtown/5518372181571139_0,False,1,15,no_stopping,crops/downtown/5518372181571139_0.jpg
downtown/748359119168671_0,False,1,14,no_stopping,crops/downtown/748359119168671_0.jpg
downtown/751701222188979_0,False,1,14,no_stopping,crops/downtown/751701222188979_0.jpg
downtown/770439957172840_0,False,1,14,no_parking,crops/downtown/770439957172840_0.jpg
downtown/839949926923660_0,False,1,14,time_limited,crops/downtown/839949926923660_0.jpg
downtown/865197924343973_0,False,1,14,no_stopping,crops/downtown/865197924343973_0.jpg
hollywood/1001779810650581_0,False,1,15,no_parking,crops/hollywood/1001779810650581_0.jpg
hollywood/1002426680497685_0,False,1,15,no_parking,crops/hollywood/1002426680497685_0.jpg
hollywood/1003378970424904_0,False,1,15,no_parking,crops/hollywood/1003378970424904_0.jpg
hollywood/1088687398280998_0,False,1,15,time_limited,crops/hollywood/1088687398280998_0.jpg
hollywood/1133001967205158_0,False,1,14,no_parking,crops/hollywood/1133001967205158_0.jpg
hollywood/1162572464195481_0,False,1,15,no_parking,crops/hollywood/1162572464195481_0.jpg
hollywood/1480849878936855_0,False,1,15,no_parking,crops/hollywood/1480849878936855_0.jpg
hollywood/1482865872044903_0,False,1,15,no_stopping,crops/hollywood/1482865872044903_0.jpg
hollywood/1506678609723677_0,False,1,14,no_parking,crops/hollywood/1506678609723677_0.jpg
hollywood/1513603382318430_0,False,1,14,no_stopping,crops/hollywood/1513603382318430_0.jpg
hollywood/155835929826934_0,False,1,15,time_limited,crops/hollywood/155835929826934_0.jpg
hollywood/1570953283111421_0,False,1,14,no_parking,crops/hollywood/1570953283111421_0.jpg
hollywood/158137682983629_0,False,1,14,no_stopping,crops/hollywood/158137682983629_0.jpg
hollywood/161888685756007_0,False,1,15,no_parking,crops/hollywood/161888685756007_0.jpg
hollywood/1622277124827702_0,False,1,15,time_limited,crops/hollywood/1622277124827702_0.jpg
hollywood/166898325443475_0,False,1,15,no_parking,crops/hollywood/166898325443475_0.jpg
hollywood/176651727653398_0,False,1,15,no_parking,crops/hollywood/176651727653398_0.jpg
hollywood/184710843518132_0,False,1,14,no_parking,crops/hollywood/184710843518132_0.jpg
hollywood/1895509127280451_0,False,1,14,no_parking,crops/hollywood/1895509127280451_0.jpg
hollywood/189580049676219_0,False,1,15,time_limited,crops/hollywood/189580049676219_0.jpg
hollywood/1928581100623523_0,False,1,15,no_parking,crops/hollywood/1928581100623523_0.jpg
hollywood/194664919382760_0,False,1,14,no_stopping,crops/hollywood/194664919382760_0.jpg
hollywood/205271574542904_0,False,1,15,no_parking,crops/hollywood/205271574542904_0.jpg
hollywood/210346127320156_0,False,1,15,no_stopping,crops/hollywood/210346127320156_0.jpg
hollywood/210683227305076_0,False,1,14,no_stopping,crops/hollywood/210683227305076_0.jpg
hollywood/219175372981985_0,False,1,15,no_parking,crops/hollywood/219175372981985_0.jpg
hollywood/245384550670820_0,False,1,14,no_parking,crops/hollywood/245384550670820_0.jpg
hollywood/254398896446619_0,False,1,14,no_parking,crops/hollywood/254398896446619_0.jpg
hollywood/2785250765073937_1,False,1,15,no_parking,crops/hollywood/2785250765073937_1.jpg
hollywood/279785577186455_0,False,1,15,time_limited,crops/hollywood/279785577186455_0.jpg
hollywood/2848502928721162_0,False,1,15,no_parking,crops/hollywood/2848502928721162_0.jpg
hollywood/287519596416874_0,False,1,14,no_parking,crops/hollywood/287519596416874_0.jpg
hollywood/288479876325289_0,False,1,15,time_limited,crops/hollywood/288479876325289_0.jpg
hollywood/2944587289120673_0,False,1,15,no_parking,crops/hollywood/2944587289120673_0.jpg
hollywood/300756804862402_0,False,1,15,no_stopping,crops/hollywood/300756804862402_0.jpg
hollywood/3597549097018094_0,False,1,15,no_parking,crops/hollywood/3597549097018094_0.jpg
hollywood/393218115082566_0,False,1,14,no_stopping,crops/hollywood/393218115082566_0.jpg
hollywood/399059961553900_0,False,1,15,no_parking,crops/hollywood/399059961553900_0.jpg
hollywood/416121729840150_0,False,1,15,no_parking,crops/hollywood/416121729840150_0.jpg
hollywood/449808039451997_0,False,1,15,time_limited,crops/hollywood/449808039451997_0.jpg
hollywood/478055626809529_0,False,1,15,no_parking,crops/hollywood/478055626809529_0.jpg
hollywood/497654778041613_0,False,1,15,no_parking,crops/hollywood/497654778041613_0.jpg
hollywood/508663353815925_0,False,1,15,no_parking,crops/hollywood/508663353815925_0.jpg
hollywood/515737036118168_0,False,1,14,no_parking,crops/hollywood/515737036118168_0.jpg
hollywood/522769225402383_0,False,1,15,no_parking,crops/hollywood/522769225402383_0.jpg
hollywood/523476712241631_0,False,1,15,no_parking,crops/hollywood/523476712241631_0.jpg
hollywood/527089174952571_0,False,1,15,no_parking,crops/hollywood/527089174952571_0.jpg
hollywood/558592271848891_0,False,1,15,no_parking,crops/hollywood/558592271848891_0.jpg
hollywood/560215658735981_0,False,1,15,no_parking,crops/hollywood/560215658735981_0.jpg
hollywood/574032430240752_0,False,1,14,no_stopping,crops/hollywood/574032430240752_0.jpg
hollywood/575628690496784_0,False,1,15,time_limited,crops/hollywood/575628690496784_0.jpg
hollywood/759441727989214_0,False,1,14,no_parking,crops/hollywood/759441727989214_0.jpg
hollywood/822273882003389_0,False,1,15,no_stopping,crops/hollywood/822273882003389_0.jpg
hollywood/829960654599590_0,False,1,15,no_parking,crops/hollywood/829960654599590_0.jpg
hollywood/870223320249615_0,False,1,15,no_parking,crops/hollywood/870223320249615_0.jpg
hollywood/875534793002008_0,False,1,15,no_parking,crops/hollywood/875534793002008_0.jpg
hollywood/900861954030554_0,False,1,15,time_limited,crops/hollywood/900861954030554_0.jpg
hollywood/952208405552005_0,False,1,15,no_parking,crops/hollywood/952208405552005_0.jpg
hollywood/957987201407393_0,False,1,15,no_stopping,crops/hollywood/957987201407393_0.jpg
koreatown/1099426298028935_0,False,1,14,no_parking,crops/koreatown/1099426298028935_0.jpg
koreatown/1099881297088398_0,False,1,15,no_parking,crops/koreatown/1099881297088398_0.jpg
koreatown/1105155536637243_0,False,1,15,no_parking,crops/koreatown/1105155536637243_0.jpg
koreatown/1163268404100860_0,False,1,15,no_parking,crops/koreatown/1163268404100860_0.jpg
koreatown/1252215821948408_0,False,1,15,time_limited,crops/koreatown/1252215821948408_0.jpg
koreatown/137299408383852_0,False,1,14,no_stopping,crops/koreatown/137299408383852_0.jpg
koreatown/151574846938954_0,False,1,15,time_limited,crops/koreatown/151574846938954_0.jpg
koreatown/1537672749905364_0,False,1,15,time_limited,crops/koreatown/1537672749905364_0.jpg
koreatown/1603018590089043_0,False,1,15,no_parking,crops/koreatown/1603018590089043_0.jpg
koreatown/163427639043579_0,False,1,15,no_parking,crops/koreatown/163427639043579_0.jpg
koreatown/1669833199867151_0,False,1,15,no_parking,crops/koreatown/1669833199867151_0.jpg
koreatown/168378041876202_0,False,1,15,no_parking,crops/koreatown/168378041876202_0.jpg
koreatown/170148811694387_0,False,1,15,time_limited,crops/koreatown/170148811694387_0.jpg
koreatown/186057413345829_0,False,1,14,no_stopping,crops/koreatown/186057413345829_0.jpg
koreatown/192907049231724_0,False,1,15,no_parking,crops/koreatown/192907049231724_0.jpg
koreatown/2004256663049453_0,False,1,15,time_limited,crops/koreatown/2004256663049453_0.jpg
koreatown/212258287121211_0,False,1,15,no_parking,crops/koreatown/212258287121211_0.jpg
koreatown/214565326852319_0,False,1,15,no_parking,crops/koreatown/214565326852319_0.jpg
koreatown/2315529735246794_0,False,1,15,no_parking,crops/koreatown/2315529735246794_0.jpg
koreatown/236880014899511_0,False,1,15,no_parking,crops/koreatown/236880014899511_0.jpg
koreatown/242624414310444_0,False,1,15,no_parking,crops/koreatown/242624414310444_0.jpg
koreatown/2820492958205337_0,False,1,15,no_parking,crops/koreatown/2820492958205337_0.jpg
koreatown/308141340918762_0,False,1,15,no_parking,crops/koreatown/308141340918762_0.jpg
koreatown/311236953732853_0,False,1,15,no_parking,crops/koreatown/311236953732853_0.jpg
koreatown/318180139700724_0,False,1,15,no_parking,crops/koreatown/318180139700724_0.jpg
koreatown/322790482541192_0,False,1,15,no_parking,crops/koreatown/322790482541192_0.jpg
koreatown/370127764417435_0,False,1,15,time_limited,crops/koreatown/370127764417435_0.jpg
koreatown/3872937712742384_0,False,1,15,time_limited,crops/koreatown/3872937712742384_0.jpg
koreatown/473336137307922_1,False,1,15,no_parking,crops/koreatown/473336137307922_1.jpg
koreatown/474944340230818_0,False,1,15,no_parking,crops/koreatown/474944340230818_0.jpg
koreatown/485136772540276_0,False,1,15,time_limited,crops/koreatown/485136772540276_0.jpg
koreatown/535292954521037_0,False,1,15,time_limited,crops/koreatown/535292954521037_0.jpg
koreatown/564392097876867_0,False,1,15,time_limited,crops/koreatown/564392097876867_0.jpg
koreatown/769457490433348_0,False,1,14,no_parking,crops/koreatown/769457490433348_0.jpg
koreatown/816974169202335_0,False,1,15,no_parking,crops/koreatown/816974169202335_0.jpg
koreatown/821929358687373_0,False,1,15,no_parking,crops/koreatown/821929358687373_0.jpg
koreatown/826577264956143_0,False,1,15,no_parking,crops/koreatown/826577264956143_0.jpg
koreatown/937828543425431_0,False,1,15,no_parking,crops/koreatown/937828543425431_0.jpg
koreatown/942700087409049_0,False,1,14,no_parking,crops/koreatown/942700087409049_0.jpg
koreatown/951616358941478_0,False,1,14,no_stopping,crops/koreatown/951616358941478_0.jpg
venice_mar_vista/1108461082972777_1,False,1,15,no_parking,crops/venice_mar_vista/1108461082972777_1.jpg
venice_mar_vista/1126235174517459_0,False,1,15,no_parking,crops/venice_mar_vista/1126235174517459_0.jpg
venice_mar_vista/1163099227485908_0,False,1,15,no_parking,crops/venice_mar_vista/1163099227485908_0.jpg
venice_mar_vista/128973639218398_0,False,1,15,no_parking,crops/venice_mar_vista/128973639218398_0.jpg
venice_mar_vista/130700409045009_0,False,1,14,no_stopping,crops/venice_mar_vista/130700409045009_0.jpg
venice_mar_vista/1388870049836330_0,False,1,15,no_parking,crops/venice_mar_vista/1388870049836330_0.jpg
venice_mar_vista/148095643878083_0,False,1,15,no_parking,crops/venice_mar_vista/148095643878083_0.jpg
venice_mar_vista/153813713346019_0,False,1,14,no_parking,crops/venice_mar_vista/153813713346019_0.jpg
venice_mar_vista/1588292274703333_0,False,1,15,no_parking,crops/venice_mar_vista/1588292274703333_0.jpg
venice_mar_vista/165151988760110_0,False,1,15,no_parking,crops/venice_mar_vista/165151988760110_0.jpg
venice_mar_vista/168256785223802_1,False,1,15,no_parking,crops/venice_mar_vista/168256785223802_1.jpg
venice_mar_vista/1852913221546534_0,False,1,15,no_parking,crops/venice_mar_vista/1852913221546534_0.jpg
venice_mar_vista/1857888968506240_0,False,1,14,no_stopping,crops/venice_mar_vista/1857888968506240_0.jpg
venice_mar_vista/218539559621217_0,False,1,15,no_parking,crops/venice_mar_vista/218539559621217_0.jpg
venice_mar_vista/238146391278071_0,False,1,15,no_parking,crops/venice_mar_vista/238146391278071_0.jpg
venice_mar_vista/247547723768525_0,False,1,15,no_parking,crops/venice_mar_vista/247547723768525_0.jpg
venice_mar_vista/279265100576088_1,False,1,15,no_parking,crops/venice_mar_vista/279265100576088_1.jpg
venice_mar_vista/293908892394940_0,False,1,15,no_parking,crops/venice_mar_vista/293908892394940_0.jpg
venice_mar_vista/298308361670922_0,False,1,15,no_parking,crops/venice_mar_vista/298308361670922_0.jpg
venice_mar_vista/298951178543689_0,False,1,15,no_parking,crops/venice_mar_vista/298951178543689_0.jpg
venice_mar_vista/309446234033959_0,False,1,15,no_parking,crops/venice_mar_vista/309446234033959_0.jpg
venice_mar_vista/311835976992044_0,False,1,15,no_parking,crops/venice_mar_vista/311835976992044_0.jpg
venice_mar_vista/4025285184159517_0,False,1,15,no_parking,crops/venice_mar_vista/4025285184159517_0.jpg
venice_mar_vista/472937080609382_0,False,1,15,no_parking,crops/venice_mar_vista/472937080609382_0.jpg
venice_mar_vista/497036401468252_0,False,1,15,no_parking,crops/venice_mar_vista/497036401468252_0.jpg
venice_mar_vista/774343803225900_0,False,1,15,no_parking,crops/venice_mar_vista/774343803225900_0.jpg
venice_mar_vista/814045982549669_0,False,1,15,no_parking,crops/venice_mar_vista/814045982549669_0.jpg
venice_mar_vista/863140827879468_0,False,1,14,no_parking,crops/venice_mar_vista/863140827879468_0.jpg
venice_mar_vista/923033445200269_0,False,1,15,no_parking,crops/venice_mar_vista/923033445200269_0.jpg
venice_mar_vista/935098233725942_0,False,1,14,no_parking,crops/venice_mar_vista/935098233725942_0.jpg
venice_mar_vista/952595378834538_0,False,1,15,no_parking,crops/venice_mar_vista/952595378834538_0.jpg
westwood/1333101073732686_0,False,1,15,no_parking,crops/westwood/1333101073732686_0.jpg
westwood/1380709968953294_0,False,1,15,no_parking,crops/westwood/1380709968953294_0.jpg
westwood/2885556218358384_0,False,1,15,time_limited,crops/westwood/2885556218358384_0.jpg
westwood/321425509413007_0,False,1,14,no_stopping,crops/westwood/321425509413007_0.jpg
westwood/401881877825084_0,False,1,14,no_stopping,crops/westwood/401881877825084_0.jpg
westwood/536687870824467_0,False,1,15,no_parking,crops/westwood/536687870824467_0.jpg
westwood/5464826703588963_0,False,1,14,no_stopping,crops/westwood/5464826703588963_0.jpg
westwood/561596018135371_0,False,1,14,no_stopping,crops/westwood/561596018135371_0.jpg
westwood/775918083110022_0,False,1,15,no_parking,crops/westwood/775918083110022_0.jpg
westwood/804183043852336_0,False,1,15,no_parking,crops/westwood/804183043852336_0.jpg
westwood/925258241619471_0,False,1,15,no_parking,crops/westwood/925258241619471_0.jpg
westwood/950213785756650_0,False,1,15,no_parking,crops/westwood/950213785756650_0.jpg
westwood/994485604419607_0,False,1,15,no_parking,crops/westwood/994485604419607_0.jpg
