candidate_id,area,crop_path,image_id,captured_at,year,lat,lon,compass_angle,is_pano,creator_username,source_url,license,n_panels_detected,height_native,n_views,ocr_status,ocr_text,ocr_conf
hollywood/212880013643279_0,hollywood,crops/hollywood/212880013643279_0.jpg,212880013643279,2016-11-02T17:14:07.429000+00:00,2016,34.102372681327,-118.34466476661,348.0,False,gyllen,https://www.mapillary.com/app/?pKey=212880013643279,CC BY-SA 4.0,3,792,1,parking,120N3N | PARRKING | 8An Buw IA | 8PM | 8PM,0.705
hollywood/619203522375759_0,hollywood,crops/hollywood/619203522375759_0.jpg,619203522375759,2017-08-07T07:25:23+00:00,2017,34.101581388889,-118.32792305556,175.47210572229,False,mly_la,https://www.mapillary.com/app/?pKey=619203522375759,CC BY-SA 4.0,3,784,1,unknown,@HENe | MUSI | DTC,0.689
hollywood/386757676117717_0,hollywood,crops/hollywood/386757676117717_0.jpg,386757676117717,2021-08-11T20:38:50.579000+00:00,2021,34.104219864618,-118.33840859873,234.04452710708,False,etunell,https://www.mapillary.com/app/?pKey=386757676117717,CC BY-SA 4.0,1,669,1,unknown,AHUEAD,0.868
hollywood/837802730149191_0,hollywood,crops/hollywood/837802730149191_0.jpg,837802730149191,2021-05-06T21:20:53.985000+00:00,2021,34.098640446476,-118.33860682403,8.9520408408655,False,etunell,https://www.mapillary.com/app/?pKey=837802730149191,CC BY-SA 4.0,3,639,1,parking,ANTI-GRIDLOCK | ZONE | NOSTOPPING | 7AM TO 9AM | 3PMPM | CXCEPE SATURGAY & SUNGAY | 2 | PARKING | HOUR | wv6 | 8AM11AM | 3PM 8PM 8PM,0.926
hollywood/1133001967205158_0,hollywood,crops/hollywood/1133001967205158_0.jpg,1133001967205158,2021-05-06T20:32:05.993000+00:00,2021,34.104432909042,-118.34392310026,349.79952187728,False,etunell,https://www.mapillary.com/app/?pKey=1133001967205158,CC BY-SA 4.0,2,630,1,parking,5 | NOP | PARKING,0.941
hollywood/261550605529872_0,hollywood,crops/hollywood/261550605529872_0.jpg,261550605529872,2021-08-11T19:30:51.535000+00:00,2021,34.101673043355,-118.32779242198,267.5441566721,False,etunell,https://www.mapillary.com/app/?pKey=261550605529872,CC BY-SA 4.0,2,649,3,parking,NOTE YOUR SPACE | NUNBEN AF COR | PAY AT | PAY STATION | 3AM6AM | 2 | PARKING | 8AM | 8AM | BPM | 8rM,0.897
hollywood/489780232443885_0,hollywood,crops/hollywood/489780232443885_0.jpg,489780232443885,2015-10-08T00:41:55.843000+00:00,2015,34.095442,-118.300609,196.9725,False,ahealthydesign,https://www.mapillary.com/app/?pKey=489780232443885,CC BY-SA 4.0,1,604,1,unknown,MUFFLES | CATALYTIC | Can | Bet | CROMETIED,0.99
hollywood/822273882003389_0,hollywood,crops/hollywood/822273882003389_0.jpg,822273882003389,2017-08-07T07:25:27+00:00,2017,34.101609722222,-118.32762138889,273.45548934897,False,mly_la,https://www.mapillary.com/app/?pKey=822273882003389,CC BY-SA 4.0,3,633,1,parking,"AVUERE | NI | IFTS, | ACJAARCAION | TOW-AWAY | NOSTOPPING | TEMPORARY | 6AM=6PM",0.905
hollywood/893149998251762_0,hollywood,crops/hollywood/893149998251762_0.jpg,893149998251762,2021-08-19T18:17:00.521000+00:00,2021,34.09910167977,-118.33877393215,179.22339069754,False,etunell,https://www.mapillary.com/app/?pKey=893149998251762,CC BY-SA 4.0,4,631,1,parking,ANTI-GRIDLOCK | ZONE | NOSTOPPING | TOW-AWAY | 7A9AM | 3PM=1AM | EECEPT SUNDAY | NO PARKING | AMPM,0.887
hollywood/2962393617415665_0,hollywood,crops/hollywood/2962393617415665_0.jpg,2962393617415665,2018-03-28T17:24:02+00:00,2018,34.1036392,-118.3262397,87.3,False,fta,https://www.mapillary.com/app/?pKey=2962393617415665,CC BY-SA 4.0,2,580,1,parking,ROAD | WORK | AHEAD | 2PARKING | 8AM | 11AM | 8PM | 8PM,0.98
hollywood/779786446241818_0,hollywood,crops/hollywood/779786446241818_0.jpg,779786446241818,2017-01-04T21:35:06.426000+00:00,2017,34.102328075818,-118.34466538343,353.31561259592,False,gyllen,https://www.mapillary.com/app/?pKey=779786446241818,CC BY-SA 4.0,3,653,1,parking,PRKING | BAN BAN TAN | 8PH | 8p,0.792
hollywood/1655149164686132_0,hollywood,crops/hollywood/1655149164686132_0.jpg,1655149164686132,2018-12-19T22:45:55.159000+00:00,2018,34.101610723032,-118.32935143725,92.064575195312,False,igorzo,https://www.mapillary.com/app/?pKey=1655149164686132,CC BY-SA 4.0,5,553,1,parking,SPEED | LIMIT | 25 | e10 | ER | DENT | 3AM=6AM | 469 | 2PARKING | SeH | Esp,0.95
hollywood/2848572432123905_0,hollywood,crops/hollywood/2848572432123905_0.jpg,2848572432123905,2021-08-11T20:34:09.549000+00:00,2021,34.103223434498,-118.33590485465,267.79962028492,False,etunell,https://www.mapillary.com/app/?pKey=2848572432123905,CC BY-SA 4.0,2,544,1,parking,8AM10AM | MONDAY | STREET SWEEPING | 4 | HOUR | PARKING | 8AM06PM | EXCEPT SAT&SUN,0.972
hollywood/787418872144725_0,hollywood,crops/hollywood/787418872144725_0.jpg,787418872144725,2021-05-06T19:31:58.893000+00:00,2021,34.101562668539,-118.32989221198,87.831950163508,False,etunell,https://www.mapillary.com/app/?pKey=787418872144725,CC BY-SA 4.0,2,530,2,parking,RAYMOND | CHANDLER | SQUARE | Parking | Cahuenga,1.0
hollywood/2859338567716303_0,hollywood,crops/hollywood/2859338567716303_0.jpg,2859338567716303,2021-05-06T22:25:28.895000+00:00,2021,34.101741520593,-118.33874878146,177.76820522469,False,etunell,https://www.mapillary.com/app/?pKey=2859338567716303,CC BY-SA 4.0,1,530,5,unknown,W | ONRED,0.999
hollywood/273483270783844_0,hollywood,crops/hollywood/273483270783844_0.jpg,273483270783844,2021-08-11T20:28:53.566000+00:00,2021,34.103792152999,-118.32603706786,276.53012391048,False,etunell,https://www.mapillary.com/app/?pKey=273483270783844,CC BY-SA 4.0,2,538,1,parking,THRU | TRAFFIC | MERGE | LEFT | 2PARKING | HOUR | 8AM | 11AM | 8PM | 8PM,0.976
hollywood/1038124204102821_0,hollywood,crops/hollywood/1038124204102821_0.jpg,1038124204102821,2023-12-12T17:08:47.673000+00:00,2023,34.101752669573,-118.31930467779,265.07942623461,False,filipb,https://www.mapillary.com/app/?pKey=1038124204102821,CC BY-SA 4.0,2,572,1,parking,NOPARKING | TOW-AWAY | MONDAY | M | 6AM | FRIDAY | SATURON | SUNCA | 6AM | ZONE | 8AM TO 6 PM,0.883
hollywood/487897999078862_0,hollywood,crops/hollywood/487897999078862_0.jpg,487897999078862,2017-08-07T07:25:25+00:00,2017,34.101588055556,-118.32772805556,182.69704314587,False,mly_la,https://www.mapillary.com/app/?pKey=487897999078862,CC BY-SA 4.0,3,601,1,parking,STOPPING | 6PM,0.791
hollywood/416121729840150_0,hollywood,crops/hollywood/416121729840150_0.jpg,416121729840150,2021-08-11T17:44:30.538000+00:00,2021,34.100981934732,-118.32672708034,178.47015375716,False,etunell,https://www.mapillary.com/app/?pKey=416121729840150,CC BY-SA 4.0,2,514,1,parking,TOW-AWAY | NOPARKING | TEMPORARY | ANY TIME | FRIDAY ONLY,0.999
hollywood/4134720263286373_0,hollywood,crops/hollywood/4134720263286373_0.jpg,4134720263286373,2014-06-08T01:52:20+00:00,2014,34.090768,-118.309781,100.3744,False,gyllen,https://www.mapillary.com/app/?pKey=4134720263286373,CC BY-SA 4.0,1,522,1,unknown,NORTH | OFWY | SOUTH,0.947
hollywood/310938833935780_0,hollywood,crops/hollywood/310938833935780_0.jpg,310938833935780,2021-05-06T22:48:49.743000+00:00,2021,34.102423303496,-118.33107745408,179.39338633914,False,etunell,https://www.mapillary.com/app/?pKey=310938833935780,CC BY-SA 4.0,2,515,1,parking,8AM010AM | TUESDAY | STREET CLEANING | 2 | PARKING | HOUR | MON-THUSR | 8AM | TO | FHI-SAT | 8AM | TO | 11AM | SUNDAY | 8PM | TO | 8PM | MIDNIGHT,0.963
hollywood/3144101639208156_1,hollywood,crops/hollywood/3144101639208156_1.jpg,3144101639208156,2021-08-11T17:47:27.906000+00:00,2021,34.101554257502,-118.32942383925,51.932187933892,False,etunell,https://www.mapillary.com/app/?pKey=3144101639208156,CC BY-SA 4.0,4,571,1,parking,3u=6 | 2PERYN | tow- | NOPARXING | ANYTIME | COMLY,0.795
hollywood/546506563215977_0,hollywood,crops/hollywood/546506563215977_0.jpg,546506563215977,2021-08-11T17:44:09.579000+00:00,2021,34.10157580992,-118.32737536155,90.84163967129,False,etunell,https://www.mapillary.com/app/?pKey=546506563215977,CC BY-SA 4.0,3,480,1,parking,3AM6AM | 2 | PARKING | 8 8 1a | TOW-AWAY | NOPARKING | TEMPORARY | ANY TIME | FRIDAY ONLY,0.961
hollywood/477588270014864_0,hollywood,crops/hollywood/477588270014864_0.jpg,477588270014864,2021-05-06T21:59:45.063000+00:00,2021,34.102335667304,-118.33102115817,1.026087822199,False,etunell,https://www.mapillary.com/app/?pKey=477588270014864,CC BY-SA 4.0,1,470,5,parking,PUBLIC | PARKING | Monthly & | Lot Filming | Available | (818) 579-2259,0.988
hollywood/957987201407393_0,hollywood,crops/hollywood/957987201407393_0.jpg,957987201407393,2018-03-04T18:41:03+00:00,2018,34.104100899972,-118.3441415,89.79766342883,False,chrisbeddow,https://www.mapillary.com/app/?pKey=957987201407393,CC BY-SA 4.0,3,468,1,parking,TOW-AWAY | NOSTOPPING | RARY | 6AMMIDNIGHT | SUNDAY ONLY,0.989
hollywood/1928144117348476_0,hollywood,crops/hollywood/1928144117348476_0.jpg,1928144117348476,2021-05-06T22:49:05.902000+00:00,2021,34.102044478148,-118.33106503247,181.67189794703,False,etunell,https://www.mapillary.com/app/?pKey=1928144117348476,CC BY-SA 4.0,2,476,1,parking,8AM10AM | FUESDAY | STHEET-CEEANING | 2 | HOUR | PARKING | TFRI-SAT | 8AM | 8AM | HAM | 8PM | 1O | MIDNIGHT | 1O | 8PM | TO,0.912
hollywood/308772487289909_0,hollywood,crops/hollywood/308772487289909_0.jpg,308772487289909,2017-08-07T14:54:54+00:00,2017,34.091084722222,-118.33849805556,0.0,False,mly_la,https://www.mapillary.com/app/?pKey=308772487289909,CC BY-SA 4.0,1,465,1,parking,ANTI-G | NOSTOPPING | 7AM09AM | PM07PM | EPT SAT & SUN | 2 | HOUR | PARKING | 4ON-FRI | 9AM | 8AM | 3PM | T0 | 7PM | TO,0.941
hollywood/1518065921734554_0,hollywood,crops/hollywood/1518065921734554_0.jpg,1518065921734554,2018-07-17T14:27:59.038000+00:00,2018,34.089158359396,-118.32660295055,179.75190734863,False,lvl5,https://www.mapillary.com/app/?pKey=1518065921734554,CC BY-SA 4.0,3,460,1,parking,HERE | TO | 2AM=6AM | TOW-AWAY | NO PARKING | TEMPORARY | 6AM = 6PM | ENCEFT SUNDAY,0.955
hollywood/176651727653398_0,hollywood,crops/hollywood/176651727653398_0.jpg,176651727653398,2015-10-08T00:43:05.153000+00:00,2015,34.094834,-118.300585,198.6942,False,ahealthydesign,https://www.mapillary.com/app/?pKey=176651727653398,CC BY-SA 4.0,2,460,1,parking,NO | PARKING | 8AM10AM | TRIDAY,0.951
hollywood/4527996570560922_0,hollywood,crops/hollywood/4527996570560922_0.jpg,4527996570560922,2015-10-06T19:42:11.819000+00:00,2015,34.098194,-118.297522,83.63916,False,ahealthydesign,https://www.mapillary.com/app/?pKey=4527996570560922,CC BY-SA 4.0,1,454,1,parking,ANTI-GRIU | ZONE | NOSTOPPING | 7PM | 4PM IO | EXCEPT SAT & SUN | 2 | HOUR | 8AM | 8AM | 4PM | 8PM,0.97
hollywood/805204377037709_0,hollywood,crops/hollywood/805204377037709_0.jpg,805204377037709,2017-08-07T15:01:08+00:00,2017,34.103019722222,-118.33867805556,94.059701369307,False,mly_la,https://www.mapillary.com/app/?pKey=805204377037709,CC BY-SA 4.0,1,448,1,parking,PARKING,0.988
hollywood/457072015384911_0,hollywood,crops/hollywood/457072015384911_0.jpg,457072015384911,2017-08-07T07:25:29+00:00,2017,34.101549722222,-118.32742638889,82.691845293594,False,mly_la,https://www.mapillary.com/app/?pKey=457072015384911,CC BY-SA 4.0,3,455,1,parking,7 | Away | Bus | to LAX | 2PARKING,0.947
hollywood/934611757339272_0,hollywood,crops/hollywood/934611757339272_0.jpg,934611757339272,2016-02-03T20:18:27.409000+00:00,2016,34.103855,-118.343347,33.783716587233,False,millenbop,https://www.mapillary.com/app/?pKey=934611757339272,CC BY-SA 4.0,2,488,3,parking,12NUON=3PW | ANY TIME | VONOLES WTH | DSTHICT NO | PERMIES EXENPTES,0.816
hollywood/757476924967222_0,hollywood,crops/hollywood/757476924967222_0.jpg,757476924967222,2015-10-06T19:49:09.223000+00:00,2015,34.098405,-118.291987,62.5415,False,ahealthydesign,https://www.mapillary.com/app/?pKey=757476924967222,CC BY-SA 4.0,1,1280,1,unknown,,0.0
hollywood/167494915287968_0,hollywood,crops/hollywood/167494915287968_0.jpg,167494915287968,2015-10-06T19:43:03.815000+00:00,2015,34.098091,-118.296884,90.71246,False,ahealthydesign,https://www.mapillary.com/app/?pKey=167494915287968,CC BY-SA 4.0,1,439,1,parking,ZONE | NOSTOPPING | 4pM Io 7PM | EXCEPT SAT & SUN | 2 | HOUR | PARKING | ATURDAY | 8AM | 8AM | TO | TO | 4PM | 8PM,0.958
hollywood/129997879121190_0,hollywood,crops/hollywood/129997879121190_0.jpg,129997879121190,2019-01-29T21:53:06.539000+00:00,2019,34.101688725532,-118.31282699787,91.681182861328,False,igorzo,https://www.mapillary.com/app/?pKey=129997879121190,CC BY-SA 4.0,3,426,1,parking,NOSTOPPING | ANY TIME | AOUR | PARKING | 8AM=8PM,0.96
hollywood/574032430240752_0,hollywood,crops/hollywood/574032430240752_0.jpg,574032430240752,2017-07-19T14:48:30+00:00,2017,34.090701388889,-118.31657805556,176.99469798606,False,mly_la,https://www.mapillary.com/app/?pKey=574032430240752,CC BY-SA 4.0,2,399,3,parking,ARE PRESENT | CHILDREN | WHEN | NO | STOPPING | ANY TIME,0.99
hollywood/390801655947611_0,hollywood,crops/hollywood/390801655947611_0.jpg,390801655947611,2021-08-11T20:30:49.585000+00:00,2021,34.103937523248,-118.33018424565,270.56893306283,False,etunell,https://www.mapillary.com/app/?pKey=390801655947611,CC BY-SA 4.0,3,410,1,parking,8AM-10AM | 2 | PARKING | 8AM | IlAM | 8PM | 8PM,0.95
hollywood/920715342056916_0,hollywood,crops/hollywood/920715342056916_0.jpg,920715342056916,2020-01-21T20:42:37.044000+00:00,2020,34.097975,-118.328793,333.74176025391,False,mezaab113,https://www.mapillary.com/app/?pKey=920715342056916,CC BY-SA 4.0,2,423,2,unknown,63 | Ivar Av,0.9
hollywood/687410238882670_1,hollywood,crops/hollywood/687410238882670_1.jpg,687410238882670,2021-08-11T17:39:31.544000+00:00,2021,34.101041474648,-118.32663811248,0.25220510298078,False,etunell,https://www.mapillary.com/app/?pKey=687410238882670,CC BY-SA 4.0,3,444,1,parking,LOADING ONLY | PASSENGER | 8AM | 5rm | TEMCN | 2PARKING | 8AM | Mes | 5rM | 5PM,0.807
hollywood/478266806727765_0,hollywood,crops/hollywood/478266806727765_0.jpg,478266806727765,2020-01-21T21:13:49.220000+00:00,2020,34.096765,-118.291718,1.9358520507812,False,mezaab113,https://www.mapillary.com/app/?pKey=478266806727765,CC BY-SA 4.0,1,399,1,parking,NOSTOPPING | 4PM I0 7PM | EECEPY SATURDAY & SUNDAY | 1 | HOUR | PARKING | 8AM | 8AM | 4PM | 8PM,0.952
hollywood/1167804300363466_0,hollywood,crops/hollywood/1167804300363466_0.jpg,1167804300363466,2021-08-11T19:59:46.593000+00:00,2021,34.103179385689,-118.33825672278,88.36707224905,False,etunell,https://www.mapillary.com/app/?pKey=1167804300363466,CC BY-SA 4.0,1,383,2,parking,PUBLIC | PARKING,1.0
hollywood/1189244504842150_0,hollywood,crops/hollywood/1189244504842150_0.jpg,1189244504842150,2021-05-06T22:53:45.232000+00:00,2021,34.101583230528,-118.32998227222,0.0,False,etunell,https://www.mapillary.com/app/?pKey=1189244504842150,CC BY-SA 4.0,2,379,1,parking,RAY | MOND | CHANDLER | SQUARE | Parking | Cahuenga,0.997
hollywood/332520741671266_0,hollywood,crops/hollywood/332520741671266_0.jpg,332520741671266,2021-05-06T19:52:44.843000+00:00,2021,34.101668940773,-118.32738719458,267.86101095771,False,etunell,https://www.mapillary.com/app/?pKey=332520741671266,CC BY-SA 4.0,3,402,1,parking,3AM | 2 PARKEN | NOPARKING | ANY TIME,0.906
hollywood/2013547352117373_0,hollywood,crops/hollywood/2013547352117373_0.jpg,2013547352117373,2017-08-08T08:34:18+00:00,2017,34.093785,-118.32894138889,269.36878938965,False,mly_la,https://www.mapillary.com/app/?pKey=2013547352117373,CC BY-SA 4.0,2,393,1,parking,10AM=1PM | TUESSAY | NO PARKING | 6PM T08AM | 2PARKING | HOUR | 8AM6PM | PERMITS EXEMPT | DISTRICT NO.258,0.915
hollywood/1436529760040959_0,hollywood,crops/hollywood/1436529760040959_0.jpg,1436529760040959,2016-10-20T20:22:59.043000+00:00,2016,34.101462201378,-118.33876279727,339.48935127258,False,jopparn,https://www.mapillary.com/app/?pKey=1436529760040959,CC BY-SA 4.0,2,417,1,unknown,"PRAED | O | N人 | 品 | GENE AUTRY | SQUARE | ACTOR, BUBNESSMAN | SPORTIMAN",0.827
hollywood/286792493042084_0,hollywood,crops/hollywood/286792493042084_0.jpg,286792493042084,2016-01-27T21:48:35.527000+00:00,2016,34.097986,-118.32951,26.20239,False,gyllen,https://www.mapillary.com/app/?pKey=286792493042084,CC BY-SA 4.0,2,364,6,unknown,FlyAway | Bus | to LAX | LAPD,0.999
hollywood/189067253286595_0,hollywood,crops/hollywood/189067253286595_0.jpg,189067253286595,2021-08-11T18:00:38.529000+00:00,2021,34.100309358228,-118.33505754713,179.14090369001,False,etunell,https://www.mapillary.com/app/?pKey=189067253286595,CC BY-SA 4.0,3,399,1,parking,2 | PARKING | 8AM 8AM | 8PM,0.858
hollywood/1001779810650581_0,hollywood,crops/hollywood/1001779810650581_0.jpg,1001779810650581,2013-12-07T23:27:41+00:00,2013,34.10280571535,-118.29171538353,357.2675,False,jenmalone666,https://www.mapillary.com/app/?pKey=1001779810650581,CC BY-SA 4.0,1,369,1,parking,PARKING | 8AM=8PM | EXCEPT,0.956
hollywood/195917439229684_0,hollywood,crops/hollywood/195917439229684_0.jpg,195917439229684,2021-08-11T20:41:35.606000+00:00,2021,34.103129240002,-118.34335995623,178.63543007074,False,etunell,https://www.mapillary.com/app/?pKey=195917439229684,CC BY-SA 4.0,3,377,3,parking,12NOON | 3F | NO | PARKING | ANYTIME,0.916
hollywood/484421176117775_0,hollywood,crops/hollywood/484421176117775_0.jpg,484421176117775,2013-12-06T18:06:09+00:00,2013,34.103656,-118.34483,124.541,False,gyllen,https://www.mapillary.com/app/?pKey=484421176117775,CC BY-SA 4.0,1,356,1,parking,EL CERRITO PL | 74-1780 | Singles | 1 Bedroom | Large Units | Air Conditioning | Parking | NO VACANCY | FRANKLIN MANAGEMENT | 323-850 3282,0.986
hollywood/909273336587428_0,hollywood,crops/hollywood/909273336587428_0.jpg,909273336587428,2021-05-06T22:04:26.401000+00:00,2021,34.103511017907,-118.33108405341,0.0,False,etunell,https://www.mapillary.com/app/?pKey=909273336587428,CC BY-SA 4.0,2,357,2,parking,8AM 10AM | 1 | AOUR | PARKING | 8AM6PM,0.973
hollywood/1210934566091126_0,hollywood,crops/hollywood/1210934566091126_0.jpg,1210934566091126,2021-08-19T18:08:36.518000+00:00,2021,34.102672991945,-118.34336135124,180.23005729361,False,etunell,https://www.mapillary.com/app/?pKey=1210934566091126,CC BY-SA 4.0,2,365,2,parking,12NOON3PM | MOROAY | PARKING | NYTIME,0.933
hollywood/1152550365262238_0,hollywood,crops/hollywood/1152550365262238_0.jpg,1152550365262238,2018-03-28T17:24:01+00:00,2018,34.103638699972,-118.32629529997,89.3,False,fta,https://www.mapillary.com/app/?pKey=1152550365262238,CC BY-SA 4.0,2,346,1,parking,ROAD | WORK | AHEAD | 2PARKING,0.995
hollywood/495740451470138_0,hollywood,crops/hollywood/495740451470138_0.jpg,495740451470138,2017-08-08T08:34:15+00:00,2017,34.093999722222,-118.32895305556,179.31071910178,False,mly_la,https://www.mapillary.com/app/?pKey=495740451470138,CC BY-SA 4.0,2,367,1,parking,NO | PARKING | 10 | NO PARKING | 6PM I0 8AM | 2PARKING | HOUR | 8AM106PM | DISTRICT NO.258 | PERMITS EXEMPT,0.908
hollywood/230151542214893_0,hollywood,crops/hollywood/230151542214893_0.jpg,230151542214893,2015-10-25T22:59:46.833000+00:00,2015,34.09805,-118.334006,332.1472,False,gyllen,https://www.mapillary.com/app/?pKey=230151542214893,CC BY-SA 4.0,2,364,1,parking,NOSTOPPING | 7AM9AM | 4PM7PM | 2,0.911
hollywood/486843902468242_0,hollywood,crops/hollywood/486843902468242_0.jpg,486843902468242,2016-10-21T21:27:30.685000+00:00,2016,34.096166130899,-118.34329367369,268.81875896454,False,jopparn,https://www.mapillary.com/app/?pKey=486843902468242,CC BY-SA 4.0,2,351,1,parking,12NOON=3PM | MONDAY | HOUR | PARKING | 8AM | 11AM | 8PM | 8PH,0.918
hollywood/172925844728136_0,hollywood,crops/hollywood/172925844728136_0.jpg,172925844728136,2017-07-19T14:17:16+00:00,2017,34.097063055556,-118.32452638889,268.35304463175,False,mly_la,https://www.mapillary.com/app/?pKey=172925844728136,CC BY-SA 4.0,3,363,1,parking,R | 2AM6AM | 2HOUR | PARKING,0.87
hollywood/766465550690248_0,hollywood,crops/hollywood/766465550690248_0.jpg,766465550690248,2016-01-27T21:48:33.259000+00:00,2016,34.097923,-118.32951,28.70496,False,gyllen,https://www.mapillary.com/app/?pKey=766465550690248,CC BY-SA 4.0,2,334,6,unknown,FlyAway | Bus | to LAX | agaB | APD,0.988
hollywood/475927303526042_0,hollywood,crops/hollywood/475927303526042_0.jpg,475927303526042,2015-10-06T19:41:47.817000+00:00,2015,34.0981,-118.297878,84.9209,False,ahealthydesign,https://www.mapillary.com/app/?pKey=475927303526042,CC BY-SA 4.0,1,342,1,parking,ZONE | NOSTOPPING | 4PM Io 7PM | EXCEPT SAT & SUN | PARKING | HOUR | 8AM | 8AM | SATURDAY | 4PM | 1O | 8,0.946
hollywood/262279062107253_0,hollywood,crops/hollywood/262279062107253_0.jpg,262279062107253,2021-08-11T17:44:22.588000+00:00,2021,34.101258306721,-118.32675462423,170.61241030391,False,etunell,https://www.mapillary.com/app/?pKey=262279062107253,CC BY-SA 4.0,1,329,3,parking,HOLLYWOOD | 个 | P | PARKING,0.998
hollywood/195062692459020_0,hollywood,crops/hollywood/195062692459020_0.jpg,195062692459020,2016-02-03T20:18:07.409000+00:00,2016,34.102696,-118.343336,35.0,False,millenbop,https://www.mapillary.com/app/?pKey=195062692459020,CC BY-SA 4.0,2,327,2,unknown,R,1.0
hollywood/296277252144319_0,hollywood,crops/hollywood/296277252144319_0.jpg,296277252144319,2020-01-17T21:29:56.138000+00:00,2020,34.093795,-118.291842,179.19586181641,False,cfwarren3,https://www.mapillary.com/app/?pKey=296277252144319,CC BY-SA 4.0,1,359,1,parking,NOSOPPING),0.865
