candidate_id,area,crop_path,image_id,captured_at,year,lat,lon,compass_angle,is_pano,creator_username,source_url,license,n_panels_detected,height_native,n_views,ocr_status,ocr_text,ocr_conf
downtown/1167968463666572_1,downtown,crops/downtown/1167968463666572_1.jpg,1167968463666572,2016-11-16T16:15:06+00:00,2016,34.054860505307,-118.24595907714,42.046985475351,False,chrisbeddow,https://www.mapillary.com/app/?pKey=1167968463666572,CC BY-SA 4.0,1,372,2,parking,$3.50 | Each 15 Minutes | $20.00 | Maximum | $10.00 | Flat Rate | After 4:30 PM | No In & Out With Same Ticket,0.987
downtown/225000128963849_0,downtown,crops/downtown/225000128963849_0.jpg,225000128963849,2020-01-24T20:49:48.198000+00:00,2020,34.046941,-118.245439,122.11154174805,False,turne514,https://www.mapillary.com/app/?pKey=225000128963849,CC BY-SA 4.0,3,368,1,parking,TOW-AWAY | NO STOPPING | 9PM=6AM | NO STOPPING | 4PM6PM | 2 | HOUR | PARKING | 8AM4PM,0.972
downtown/523296789078161_0,downtown,crops/downtown/523296789078161_0.jpg,523296789078161,2015-10-12T13:22:00.788000+00:00,2015,34.05094467,-118.24453542,128.75939750671,False,matikin9,https://www.mapillary.com/app/?pKey=523296789078161,CC BY-SA 4.0,3,406,1,unknown,ROA | 101,0.817
downtown/1174450019659670_0,downtown,crops/downtown/1174450019659670_0.jpg,1174450019659670,2020-01-24T20:43:12.172000+00:00,2020,34.049335,-118.246098,39.128021240234,False,turne514,https://www.mapillary.com/app/?pKey=1174450019659670,CC BY-SA 4.0,2,371,2,unknown,ON RED,0.933
downtown/346020050267913_0,downtown,crops/downtown/346020050267913_0.jpg,346020050267913,2020-06-29T14:54:58.371000+00:00,2020,34.045162103401,-118.25518727757,232.74652609312,False,ekaxi,https://www.mapillary.com/app/?pKey=346020050267913,CC BY-SA 4.0,1,369,1,parking,"Public | Parking | 737 S. Hill St. | Parking Rates | 0 | $3,00 | $12 | ATE | 00 P.M. | Ea.15 Min | MAXIMUM | S | 400 | 7 | 00 | Flat Rate | After 4 pm | All Day | Saturday | T AM-7 PM, Mlooday-Fridny | Hours",0.938
downtown/397653001945453_0,downtown,crops/downtown/397653001945453_0.jpg,397653001945453,2021-08-30T20:03:28.510000+00:00,2021,34.039867428375,-118.25355737837,50.731530702116,False,etunell,https://www.mapillary.com/app/?pKey=397653001945453,CC BY-SA 4.0,2,348,1,unknown,9th | St | 300 E,0.975
downtown/1422725714728475_0,downtown,crops/downtown/1422725714728475_0.jpg,1422725714728475,2020-09-24T21:29:53.013000+00:00,2020,34.0430975,-118.2536026,306.51739501953,False,ekaxi,https://www.mapillary.com/app/?pKey=1422725714728475,CC BY-SA 4.0,3,355,5,parking,THRU | ERAFFIC | MERGE | RIGHT | 6 | 7PM,0.945
downtown/2659475661018527_0,downtown,crops/downtown/2659475661018527_0.jpg,2659475661018527,2020-06-29T15:54:18.068000+00:00,2020,34.042415,-118.257655,35.94381581218,False,ekaxi,https://www.mapillary.com/app/?pKey=2659475661018527,CC BY-SA 4.0,1,339,19,parking,PARKING | SPECIAL | MONTHLY | PARKING | MONTHLY | PARKING | $150. | PARK & LOCK,0.987
downtown/139668408112732_0,downtown,crops/downtown/139668408112732_0.jpg,139668408112732,2020-09-24T21:19:11.982000+00:00,2020,34.0435832,-118.2579503,127.02978515625,False,ekaxi,https://www.mapillary.com/app/?pKey=139668408112732,CC BY-SA 4.0,1,349,1,parking,OSTOPPING | 9AM | 7PM | PARKING | 8AM | 3 | 8PM | 2W-,0.922
downtown/463972328051434_0,downtown,crops/downtown/463972328051434_0.jpg,463972328051434,2015-10-06T12:13:20.390000+00:00,2015,34.05209346,-118.24864959,238.98610591888,False,matikin9,https://www.mapillary.com/app/?pKey=463972328051434,CC BY-SA 4.0,1,332,3,parking,ENTER HERE | PUBLIC | PARKING | $5 | FLAT | RATE | AFTER | 4 P.M.,0.982
downtown/786896305554778_1,downtown,crops/downtown/786896305554778_1.jpg,786896305554778,2017-07-29T21:32:46.857000+00:00,2017,34.053996516234,-118.24402282246,92.051239013672,False,lucilleforshort,https://www.mapillary.com/app/?pKey=786896305554778,CC BY-SA 4.0,1,331,4,unknown,PLEASLEASH | ANDCLEANUP,0.985
downtown/143972677696968_0,downtown,crops/downtown/143972677696968_0.jpg,143972677696968,2017-04-09T14:18:59+00:00,2017,34.053118055556,-118.245005,146.69667467248,False,wsp_us,https://www.mapillary.com/app/?pKey=143972677696968,CC BY-SA 4.0,3,393,2,parking,Ino | NOSTOPING | 7A8291m | 8 | 8x,0.739
downtown/2826962650890368_0,downtown,crops/downtown/2826962650890368_0.jpg,2826962650890368,2020-06-30T16:13:17.008000+00:00,2020,34.047146666667,-118.25716166667,207.01674563226,False,ekaxi,https://www.mapillary.com/app/?pKey=2826962650890368,CC BY-SA 4.0,1,320,2,unknown,LAZ | PARK | 725 | LGRAND,0.986
downtown/2557366461232639_0,downtown,crops/downtown/2557366461232639_0.jpg,2557366461232639,2020-06-29T15:32:33.155000+00:00,2020,34.04748,-118.25650666667,211.07313614105,False,ekaxi,https://www.mapillary.com/app/?pKey=2557366461232639,CC BY-SA 4.0,2,315,2,parking,TOW-AWAY | NOSTOPPING | ANY | Y TIME | LEFT TURN | MAY USE | TURN BOX,0.992
downtown/1388052531595340_0,downtown,crops/downtown/1388052531595340_0.jpg,1388052531595340,2016-11-16T16:10:17.792000+00:00,2016,34.053256528244,-118.2475580252,47.319945274726,False,chrisbeddow,https://www.mapillary.com/app/?pKey=1388052531595340,CC BY-SA 4.0,1,320,3,parking,TOW-AWAY | NOSTOPPING | TIME | ANY | COMML | E | 419,0.935
downtown/342427060602841_0,downtown,crops/downtown/342427060602841_0.jpg,342427060602841,2021-05-14T21:50:02.675000+00:00,2021,34.043931961506,-118.25294537729,215.66622706888,False,etunell,https://www.mapillary.com/app/?pKey=342427060602841,CC BY-SA 4.0,2,309,8,parking,ONE | NO STOPPING | ANY TIME,0.985
downtown/775401849782831_0,downtown,crops/downtown/775401849782831_0.jpg,775401849782831,2017-04-30T13:57:30+00:00,2017,34.047193055556,-118.22679638889,95.185320846167,False,mly_la,https://www.mapillary.com/app/?pKey=775401849782831,CC BY-SA 4.0,3,320,3,unknown,PHOTO | ENFORCED,0.933
downtown/262072012282498_1,downtown,crops/downtown/262072012282498_1.jpg,262072012282498,2016-11-16T16:15:15+00:00,2016,34.05498061798,-118.24584122758,42.046985475351,False,chrisbeddow,https://www.mapillary.com/app/?pKey=262072012282498,CC BY-SA 4.0,2,290,2,parking,TOW-AWAY | TEMPORARY | NOSTOPPING | 4AM to 6PM,0.992
downtown/480222786367306_0,downtown,crops/downtown/480222786367306_0.jpg,480222786367306,2017-04-09T14:01:55+00:00,2017,34.047488055556,-118.25657638889,317.12703518692,False,wsp_us,https://www.mapillary.com/app/?pKey=480222786367306,CC BY-SA 4.0,1,346,1,unknown,AOMAD,0.719
downtown/923304261577175_0,downtown,crops/downtown/923304261577175_0.jpg,923304261577175,2020-09-24T20:25:32.925000+00:00,2020,34.046739400002,-118.25702020202,231.73789978027,False,ekaxi,https://www.mapillary.com/app/?pKey=923304261577175,CC BY-SA 4.0,1,280,1,unknown,OAD | ORK,0.994
downtown/526297575407325_0,downtown,crops/downtown/526297575407325_0.jpg,526297575407325,2021-04-23T21:47:19.299000+00:00,2021,34.03970332494,-118.25252507946,0.0,False,etunell,https://www.mapillary.com/app/?pKey=526297575407325,CC BY-SA 4.0,1,281,2,parking,2HOUR | PARKING | 8AM6PM,0.99
downtown/157514626346539_0,downtown,crops/downtown/157514626346539_0.jpg,157514626346539,2020-07-01T16:55:59.104000+00:00,2020,34.04264057994,-118.25743871394,34.995819091797,False,fcarneyibi,https://www.mapillary.com/app/?pKey=157514626346539,CC BY-SA 4.0,2,291,1,parking,NOSTOPPING | 4PM6PM | TSTARA | 4PARKING | HOUR | 8AM | 8AM | 6PH | 4PM,0.915
downtown/377577240337944_0,downtown,crops/downtown/377577240337944_0.jpg,377577240337944,2020-10-18T21:31:52.358000+00:00,2020,34.046457899998,-118.2513392,133.77697753906,False,ekaxi,https://www.mapillary.com/app/?pKey=377577240337944,CC BY-SA 4.0,2,285,1,parking,PARKING | 2AN5AM | HTI | ROUR | PARKING | 8AN=8P,0.914
downtown/265876368608742_0,downtown,crops/downtown/265876368608742_0.jpg,265876368608742,2020-10-18T21:31:53.335000+00:00,2020,34.0464512,-118.2513308,137.29614257812,False,ekaxi,https://www.mapillary.com/app/?pKey=265876368608742,CC BY-SA 4.0,2,280,2,parking,PARKING | 2AM105AM | NIGHTLY | ROUR | PARKING | 8AM=8PM,0.932
downtown/779294719617148_0,downtown,crops/downtown/779294719617148_0.jpg,779294719617148,2020-07-01T16:24:55.166000+00:00,2020,34.045120908925,-118.25530413692,70.181335449219,False,fcarneyibi,https://www.mapillary.com/app/?pKey=779294719617148,CC BY-SA 4.0,3,268,5,parking,RATES | 00 | 00 | HOURS,0.987
downtown/374461167195986_0,downtown,crops/downtown/374461167195986_0.jpg,374461167195986,2017-04-09T12:05:34+00:00,2017,34.048373055556,-118.24769305556,223.81100732049,False,wsp_us,https://www.mapillary.com/app/?pKey=374461167195986,CC BY-SA 4.0,3,273,1,parking,R | NOSTOPPING | 2PARKIN | 8,0.951
downtown/1181762412243832_0,downtown,crops/downtown/1181762412243832_0.jpg,1181762412243832,2016-05-31T23:05:48.831000+00:00,2016,34.050356,-118.250451,117.947,False,moeizlack,https://www.mapillary.com/app/?pKey=1181762412243832,CC BY-SA 4.0,2,268,1,parking,ROAD | NARROWS | 4PM-7PM,0.971
downtown/1204816633309537_0,downtown,crops/downtown/1204816633309537_0.jpg,1204816633309537,2017-04-09T14:42:27+00:00,2017,34.044119722222,-118.25787472222,306.60820341752,False,mly_la,https://www.mapillary.com/app/?pKey=1204816633309537,CC BY-SA 4.0,3,256,2,unknown,TOWERS | RESTAURANTS | BARS | '5 | 5 | OPEN,0.999
downtown/465572821176971_0,downtown,crops/downtown/465572821176971_0.jpg,465572821176971,2020-07-01T17:17:45.091000+00:00,2020,34.04357132053,-118.25797647859,125.95666503906,False,fcarneyibi,https://www.mapillary.com/app/?pKey=465572821176971,CC BY-SA 4.0,1,264,1,parking,NOSTOPPING | 199AM | 7PM | PARKING | HOUR | 9AM | 8AM- | 3PM | 8PM,0.944
downtown/377325516886405_0,downtown,crops/downtown/377325516886405_0.jpg,377325516886405,2017-04-09T14:08:13+00:00,2017,34.046721388889,-118.25722805556,306.93810900368,False,wsp_us,https://www.mapillary.com/app/?pKey=377325516886405,CC BY-SA 4.0,1,283,1,unknown,P | ARKY | 75,0.846
downtown/207186354298023_0,downtown,crops/downtown/207186354298023_0.jpg,207186354298023,2015-10-25T15:39:44.320000+00:00,2015,34.03899557,-118.24928544,348.84302901269,False,omaru,https://www.mapillary.com/app/?pKey=207186354298023,CC BY-SA 4.0,2,255,1,parking,PARKING | SPECIAL | MONTHLY | PARKING | MONTHLY | PADKING | S | 2 | PAF | CK,0.966
downtown/247298853842104_0,downtown,crops/downtown/247298853842104_0.jpg,247298853842104,2017-04-09T14:08:12+00:00,2017,34.046829722222,-118.25714805556,301.46144544681,False,wsp_us,https://www.mapillary.com/app/?pKey=247298853842104,CC BY-SA 4.0,1,272,6,unknown,P | ARKY | 725 | 10H0,0.866
downtown/313125156861014_0,downtown,crops/downtown/313125156861014_0.jpg,313125156861014,2016-07-09T00:32:06.568000+00:00,2016,34.052843,-118.247175,301.776,False,jschleuss,https://www.mapillary.com/app/?pKey=313125156861014,CC BY-SA 4.0,1,313,1,unknown,NING | 10430,0.678
downtown/2917401318545560_0,downtown,crops/downtown/2917401318545560_0.jpg,2917401318545560,2020-06-30T16:13:11.476000+00:00,2020,34.047196666667,-118.25712833333,210.6187646863,False,ekaxi,https://www.mapillary.com/app/?pKey=2917401318545560,CC BY-SA 4.0,1,258,2,unknown,LAZ | P | A | R | K | 725 | LOMAND,0.931
downtown/534483957717355_0,downtown,crops/downtown/534483957717355_0.jpg,534483957717355,2017-04-09T14:42:26+00:00,2017,34.0442,-118.25780138889,218.7569440496,False,mly_la,https://www.mapillary.com/app/?pKey=534483957717355,CC BY-SA 4.0,3,249,1,parking,SFFICE TOWER | BARS | OPEN | PARKING,0.967
downtown/425468502507426_0,downtown,crops/downtown/425468502507426_0.jpg,425468502507426,2021-08-30T19:43:28.509000+00:00,2021,34.038408575132,-118.25387057394,41.386997518156,False,etunell,https://www.mapillary.com/app/?pKey=425468502507426,CC BY-SA 4.0,1,246,7,parking,P | PUBLIC | PARKING | 424.333.1869,0.985
downtown/454986002263519_0,downtown,crops/downtown/454986002263519_0.jpg,454986002263519,2015-10-30T23:03:10.080000+00:00,2015,34.049441,-118.251675,60.77393,False,moeizlack,https://www.mapillary.com/app/?pKey=454986002263519,CC BY-SA 4.0,2,249,1,parking,PASSENGER | LOADING ONLY | 7PM02AM | 5 MINUTE LIMIT,0.946
downtown/929351387609354_0,downtown,crops/downtown/929351387609354_0.jpg,929351387609354,2020-10-18T21:31:51.301000+00:00,2020,34.046470699997,-118.2513575,130.03924560547,False,ekaxi,https://www.mapillary.com/app/?pKey=929351387609354,CC BY-SA 4.0,2,240,1,parking,PARKING | PARKING,1.0
downtown/797736144240126_0,downtown,crops/downtown/797736144240126_0.jpg,797736144240126,2017-04-09T12:51:28+00:00,2017,34.052236388889,-118.24856138889,126.55001882923,False,wsp_us,https://www.mapillary.com/app/?pKey=797736144240126,CC BY-SA 4.0,1,244,1,unknown,ELETRIC | VEHCLE | CHARGING | STATION,0.967
downtown/189295839703874_1,downtown,crops/downtown/189295839703874_1.jpg,189295839703874,2015-10-25T15:26:35.297000+00:00,2015,34.04767389,-118.22505784,287.08502023497,False,omaru,https://www.mapillary.com/app/?pKey=189295839703874,CC BY-SA 4.0,2,267,1,unknown,十,0.837
downtown/459417278468111_0,downtown,crops/downtown/459417278468111_0.jpg,459417278468111,2017-04-09T13:37:18+00:00,2017,34.054464722222,-118.24476638889,213.41430628973,False,mly_la,https://www.mapillary.com/app/?pKey=459417278468111,CC BY-SA 4.0,1,240,3,unknown,THRU | TRAFFIC | MERGE | LEFT,0.985
downtown/826980218221233_0,downtown,crops/downtown/826980218221233_0.jpg,826980218221233,2017-04-09T14:15:51+00:00,2017,34.053206388889,-118.24799638889,230.14341968515,False,wsp_us,https://www.mapillary.com/app/?pKey=826980218221233,CC BY-SA 4.0,3,240,1,parking,7AM7PM | Hill,0.985
downtown/293874318944536_0,downtown,crops/downtown/293874318944536_0.jpg,293874318944536,2015-10-30T23:05:57.997000+00:00,2015,34.049827,-118.249864,124.0347,False,moeizlack,https://www.mapillary.com/app/?pKey=293874318944536,CC BY-SA 4.0,1,251,1,unknown,NOSOPING,0.913
downtown/166392772053194_0,downtown,crops/downtown/166392772053194_0.jpg,166392772053194,2017-04-09T13:51:27+00:00,2017,34.052666388889,-118.25167638889,213.1172949902,False,mly_la,https://www.mapillary.com/app/?pKey=166392772053194,CC BY-SA 4.0,2,231,2,unknown,M | 378 | 442 | 487 | 489 | BUS,0.972
downtown/318554203008089_0,downtown,crops/downtown/318554203008089_0.jpg,318554203008089,2020-06-30T16:12:56.942000+00:00,2020,34.047881666667,-118.25653333333,212.91580480187,False,ekaxi,https://www.mapillary.com/app/?pKey=318554203008089,CC BY-SA 4.0,2,232,1,parking,TOW-AWAY | NOSTOPPING | ANY TIME | LETT TURN | MAY USE | TURN BOX,0.967
downtown/181414420758429_0,downtown,crops/downtown/181414420758429_0.jpg,181414420758429,2021-08-30T19:35:13.573000+00:00,2021,34.039265454481,-118.25301788572,225.48109706307,False,etunell,https://www.mapillary.com/app/?pKey=181414420758429,CC BY-SA 4.0,1,234,1,parking,DAY SHADE | PUBLIC | PARKING | MOHLY PARKING & | STHOOMS AVAILABI,0.95
downtown/780697822597851_0,downtown,crops/downtown/780697822597851_0.jpg,780697822597851,2020-09-24T21:07:17.108000+00:00,2020,34.046317900001,-118.2516142,127.64556884766,False,ekaxi,https://www.mapillary.com/app/?pKey=780697822597851,CC BY-SA 4.0,1,233,1,parking,NOSTOPPING | 7AM107PM | 2P | HOUR | PARKING | 8AM8PM,0.935
downtown/817951425551937_0,downtown,crops/downtown/817951425551937_0.jpg,817951425551937,2021-08-30T19:58:28.513000+00:00,2021,34.038398236226,-118.25388049483,41.915190582467,False,etunell,https://www.mapillary.com/app/?pKey=817951425551937,CC BY-SA 4.0,1,226,7,parking,P | PUBLIC | PARKING | 424323.1569,0.97
downtown/1388052531595340_2,downtown,crops/downtown/1388052531595340_2.jpg,1388052531595340,2016-11-16T16:10:17.792000+00:00,2016,34.053256528244,-118.2475580252,47.319945274726,False,chrisbeddow,https://www.mapillary.com/app/?pKey=1388052531595340,CC BY-SA 4.0,2,252,1,unknown,NOTICK | MABDE VER,0.811
downtown/758341778161446_0,downtown,crops/downtown/758341778161446_0.jpg,758341778161446,2020-01-24T20:42:41.164000+00:00,2020,34.048338,-118.247436,126.37838745117,False,turne514,https://www.mapillary.com/app/?pKey=758341778161446,CC BY-SA 4.0,1,219,7,unknown,ON RED,0.996
downtown/770139240361272_1,downtown,crops/downtown/770139240361272_1.jpg,770139240361272,2020-09-24T20:33:57.850000+00:00,2020,34.050102199998,-118.2538166,294.56796264648,False,ekaxi,https://www.mapillary.com/app/?pKey=770139240361272,CC BY-SA 4.0,2,237,1,unknown,ONE MAY,0.875
downtown/1367380123633335_0,downtown,crops/downtown/1367380123633335_0.jpg,1367380123633335,2016-11-16T16:15:14+00:00,2016,34.054967039296,-118.24585639883,42.046985475351,False,chrisbeddow,https://www.mapillary.com/app/?pKey=1367380123633335,CC BY-SA 4.0,2,220,1,parking,TOW-AWAY | NO STOPPING,0.981
downtown/234501815173289_0,downtown,crops/downtown/234501815173289_0.jpg,234501815173289,2021-05-14T21:50:27.403000+00:00,2021,34.043438094452,-118.25322223236,0.0,False,etunell,https://www.mapillary.com/app/?pKey=234501815173289,CC BY-SA 4.0,1,230,1,unknown,LARGE DIWG RATIO | RESTAURANT FOR LEASE | 310-887-6226 | Le Shapirs,0.899
downtown/189295839703874_0,downtown,crops/downtown/189295839703874_0.jpg,189295839703874,2015-10-25T15:26:35.297000+00:00,2015,34.04767389,-118.22505784,287.08502023497,False,omaru,https://www.mapillary.com/app/?pKey=189295839703874,CC BY-SA 4.0,1,255,1,unknown,St | Ist,0.762
downtown/1555545638110973_0,downtown,crops/downtown/1555545638110973_0.jpg,1555545638110973,2020-10-18T20:48:30.295000+00:00,2020,34.044994899999,-118.2531909,127.80996704102,False,ekaxi,https://www.mapillary.com/app/?pKey=1555545638110973,CC BY-SA 4.0,2,231,1,unknown,blueLA,0.888
downtown/4251181728266893_0,downtown,crops/downtown/4251181728266893_0.jpg,4251181728266893,2015-10-08T15:54:44.020000+00:00,2015,34.051285,-118.253359,241.5131,False,ahealthydesign,https://www.mapillary.com/app/?pKey=4251181728266893,CC BY-SA 4.0,3,638,1,unknown,,0.0
downtown/865197924343973_0,downtown,crops/downtown/865197924343973_0.jpg,865197924343973,2020-06-29T15:27:12.825000+00:00,2020,34.043961666667,-118.25274333333,0.0,False,ekaxi,https://www.mapillary.com/app/?pKey=865197924343973,CC BY-SA 4.0,2,230,8,parking,LTOVE | NOSTOPPING | ANY TIME,0.886
downtown/496052688202658_0,downtown,crops/downtown/496052688202658_0.jpg,496052688202658,2015-10-25T15:39:46.335000+00:00,2015,34.03916919,-118.24938638,344.93254556205,False,omaru,https://www.mapillary.com/app/?pKey=496052688202658,CC BY-SA 4.0,1,215,1,parking,PARKING | CONETOD | FLOWER | MARKET | vin | 3. | FLAT | RATE | 107 | AFTER | AP.M. | ce | PARK& LOCK | 21 | 13) | -196,0.953
downtown/207186354298023_1,downtown,crops/downtown/207186354298023_1.jpg,207186354298023,2015-10-25T15:39:44.320000+00:00,2015,34.03899557,-118.24928544,348.84302901269,False,omaru,https://www.mapillary.com/app/?pKey=207186354298023,CC BY-SA 4.0,1,209,1,parking,PARKING | FLAT | RATE | FLAT | RATE | PARK & LOCK,0.989
downtown/500795057945123_0,downtown,crops/downtown/500795057945123_0.jpg,500795057945123,2017-10-11T19:59:40+00:00,2017,34.052637859427,-118.24485722429,146.40231323242,True,jschleuss,https://www.mapillary.com/app/?pKey=500795057945123,CC BY-SA 4.0,1,205,1,unknown,30 | 40 | 45 | 330,0.999
downtown/1047365429350967_0,downtown,crops/downtown/1047365429350967_0.jpg,1047365429350967,2021-08-30T19:44:30.505000+00:00,2021,34.041091016752,-118.25140468587,33.238988792568,False,etunell,https://www.mapillary.com/app/?pKey=1047365429350967,CC BY-SA 4.0,1,238,1,unknown,STVATE | LAW | TO,0.786
downtown/191750649449818_0,downtown,crops/downtown/191750649449818_0.jpg,191750649449818,2017-04-09T12:38:09+00:00,2017,34.044505,-118.24479305556,199.55545985635,False,mly_la,https://www.mapillary.com/app/?pKey=191750649449818,CC BY-SA 4.0,3,253,1,parking,1 | NOSSTOPPNG | ANY TIME,0.707
